gene	SRR13943161	SRR13943160	SRR13943159	SRR13943158	SRR13943157	SRR13943156
LTR12B	4.261092595337727	3.868775657209485	4.24767172993372	3.868775657209485	4.221940654450629	3.868775657209485
LTR12C	6.297921403380146	6.321411542503002	6.056343945098265	6.849378407834273	6.275994511130333	6.789946716594718
LTR12D	4.646382292079893	4.6968507618042254	4.403097828473785	4.870365222425467	4.7234579587380905	5.103416938450519
LTR12E	4.888584562147943	4.908037862319279	4.706625911209278	4.936610295189631	5.193015647712258	5.360164242740143
LTR12F	4.544198895635249	4.243155253336441	3.868775657209485	3.868775657209485	4.221940654450629	4.2351764477080565
LTR13	5.49641501965318	5.309839185693791	5.325980351927547	5.46894801493841	5.883515067782272	5.503159262438008
LTR13A	5.741170807517914	5.695148150128054	5.829923584870839	5.646254102989845	5.233509077182065	5.281230177534062
LTR14	3.868775657209485	3.868775657209485	4.403097828473785	4.531865539934313	3.868775657209485	4.2351764477080565
LTR14A	3.868775657209485	4.611411209481542	4.62022419578804	4.531865539934313	4.3669949690551615	4.595829997726785
LTR14B	4.261092595337727	4.513658813383647	3.868775657209485	4.531865539934313	4.221940654450629	4.500059007617003
LTR14C	4.261092595337727	3.868775657209485	4.24767172993372	4.632262636350705	4.569949114019689	4.2351764477080565
LTR17	4.735629470923116	5.024814923479662	4.784117037488685	4.936610295189631	5.1508904250144685	4.823283737710024
LTR18B	3.868775657209485	4.243155253336441	4.24767172993372	3.868775657209485	3.868775657209485	3.868775657209485
LTR18C	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485	4.221940654450629	3.868775657209485
LTR19A	4.261092595337727	3.868775657209485	4.24767172993372	3.868775657209485	3.868775657209485	3.868775657209485
LTR19B	4.261092595337727	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	4.3855708145448675
LTR1A2	4.261092595337727	4.243155253336441	3.868775657209485	4.253845379092272	3.868775657209485	3.868775657209485
LTR1C3	3.868775657209485	4.243155253336441	3.868775657209485	3.868775657209485	3.868775657209485	3.868775657209485
LTR2	3.868775657209485	3.868775657209485	3.868775657209485	4.411754031264187	4.8510875704800185	3.868775657209485
